sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,c_charge_degree,c_charge_desc,decile_score
Male,31,25 - 45,African-American,0,0,0,1,1,F,Poss Unlaw Issue Driver Licenc,10
Male,23,Less than 25,African-American,0,0,0,2,1,M,Trespass On School Grounds,7
Male,23,Less than 25,Hispanic,0,0,0,0,1,M,Possess Cannabis/20 Grams Or Less,7
Male,32,25 - 45,African-American,0,0,0,4,1,F,Burglary Unoccupied Dwelling,4
Male,28,25 - 45,African-American,0,0,0,11,1,F,Neglect Child / No Bodily Harm,6
Male,50,Greater than 45,Caucasian,1,0,0,16,68,F,arrest case no charge,10
Male,24,Less than 25,African-American,0,0,1,0,1,F,Burglary Unoccupied Dwelling,2
Female,19,Less than 25,African-American,0,0,0,1,1,F,arrest case no charge,4
Male,31,25 - 45,Other,0,0,0,1,0,M,Battery,1
Male,29,25 - 45,African-American,0,0,0,3,1,F,arrest case no charge,4
Male,41,25 - 45,African-American,0,0,0,6,1,F,Grand Theft in the 3rd Degree,6
Male,28,25 - 45,African-American,0,0,0,4,1,M,Battery,3
Male,29,25 - 45,Caucasian,0,0,0,6,1,F,Uttering a Forged Instrument,4
Male,49,Greater than 45,Caucasian,0,0,0,0,1,F,Offer Agree Secure/Lewd Act,5
Male,42,25 - 45,Caucasian,0,0,0,0,1,M,Battery,1
Male,38,25 - 45,African-American,0,0,0,4,1,M,Battery,2
Male,22,Less than 25,African-American,0,0,1,3,1,F,Burglary Dwelling Occupied,6
Male,46,Greater than 45,Caucasian,0,0,0,0,1,M,Battery,2
Male,63,Greater than 45,Caucasian,0,0,0,1,12,F,arrest case no charge,1
Male,38,25 - 45,African-American,0,0,0,0,1,F,Cruelty Toward Child,3
Male,36,25 - 45,African-American,0,0,0,0,1,F,Possession of Cannabis,6
Female,27,25 - 45,African-American,0,1,0,10,118,M,Driving License Suspended,7
Male,22,Less than 25,Caucasian,0,0,0,6,1,F,Crimin Mischief Damage $1000+,9
Male,29,25 - 45,African-American,0,0,0,11,1,M,Operating W/O Valid License,10
Male,23,Less than 25,African-American,0,0,0,6,245,F,Grand Theft in the 3rd Degree,4
Male,39,25 - 45,African-American,0,0,0,2,1,M,Driving Under The Influence,2
Male,47,Greater than 45,Caucasian,0,0,0,0,1,M,Battery,2
Male,26,25 - 45,African-American,0,0,0,7,1,F,Grand Theft in the 3rd Degree,10
Female,21,Less than 25,African-American,0,0,0,0,4,F,Burglary Dwelling Assault/Batt,5
Male,55,Greater than 45,African-American,0,0,0,12,40,F,arrest case no charge,8
Male,63,Greater than 45,African-American,0,0,0,2,1,M,Viol Injunct Domestic Violence,1
Male,27,25 - 45,African-American,0,0,0,2,1,F,Possession of Cocaine,2
Male,55,Greater than 45,Caucasian,0,0,0,27,1,M,Battery,5
Male,57,Greater than 45,Caucasian,0,0,0,21,33,M,arrest case no charge,1
Male,24,Less than 25,Hispanic,0,0,0,1,33,F,Uttering a Forged Instrument,2
Male,54,Greater than 45,Other,0,0,0,2,1,M,Battery,2
Male,30,25 - 45,African-American,0,0,0,2,0,F,Possession of Cocaine,4
Male,26,25 - 45,African-American,0,1,0,3,369,M,Petit Theft,6
Male,26,25 - 45,Caucasian,0,0,0,0,1,F,Harm Public Servant Or Family,5
Male,37,25 - 45,Caucasian,0,0,0,1,9,M,Battery,2
Male,25,25 - 45,African-American,0,0,0,4,170,M,Operating W/O Valid License,5
Male,34,25 - 45,African-American,0,0,0,0,1,F,Grand Theft in the 3rd Degree,1
Female,48,Greater than 45,Hispanic,0,0,0,4,6,F,arrest case no charge,1
Male,25,25 - 45,African-American,1,1,0,2,1,F,Possession Of Methamphetamine,7
Male,57,Greater than 45,Other,0,0,0,0,1,F,Agg Assault W/int Com Fel Dome,1
Male,46,Greater than 45,Caucasian,0,0,0,2,55,F,"Poss 3,4 MDMA (Ecstasy)",5
Male,21,Less than 25,Hispanic,0,0,0,0,1,F,Burglary Conveyance Unoccup,3
Male,32,25 - 45,African-American,0,0,1,8,1,F,Uttering a Forged Instrument,9
Female,25,25 - 45,African-American,0,0,0,5,1,F,Agg Battery Grt/Bod/Harm,9
Male,35,25 - 45,African-American,0,0,0,4,543,F,Possession of Cocaine,8
Female,33,25 - 45,African-American,0,0,0,2,1,F,Grand Theft (Motor Vehicle),3
Male,26,25 - 45,African-American,0,0,0,2,1,F,Grand Theft in the 3rd Degree,5
Male,49,Greater than 45,Caucasian,0,0,0,10,1,F,Grand Theft in the 3rd Degree,5
Male,29,25 - 45,African-American,0,0,0,2,1,M,Petit Theft,4
Male,28,25 - 45,Caucasian,0,0,0,6,0,M,arrest case no charge,4
Male,53,Greater than 45,African-American,0,0,0,20,3,F,arrest case no charge,5
Male,57,Greater than 45,Hispanic,0,0,0,1,15,M,DUI Level 0.15 Or Minor In Veh,1
Male,29,25 - 45,African-American,0,1,0,3,119,F,arrest case no charge,10
Male,27,25 - 45,Caucasian,0,0,0,0,1,F,Burglary Dwelling Armed,2
Male,48,Greater than 45,Caucasian,0,0,0,0,1,F,Possession of Cocaine,2
Male,29,25 - 45,Hispanic,0,0,0,0,0,M,Disorderly Conduct,2
Male,25,25 - 45,Caucasian,0,0,0,1,0,M,Battery,4
Male,67,Greater than 45,Caucasian,0,0,0,0,1,F,Cruelty Toward Child,1
Male,29,25 - 45,African-American,0,0,1,2,0,M,Agg Fleeing and Eluding,5
Female,53,Greater than 45,African-American,0,0,0,3,1,F,Grand Theft in the 3rd Degree,2
Male,23,Less than 25,Caucasian,0,0,0,1,41,F,"Poss3,4 Methylenedioxymethcath",5
Male,49,Greater than 45,African-American,0,0,0,0,4,F,Possession of Cocaine,1
Female,44,25 - 45,Caucasian,0,0,0,0,1,M,Driving Under The Influence,1
Female,55,Greater than 45,Hispanic,0,0,0,0,1,F,Aggravated Battery / Pregnant,1
Male,26,25 - 45,African-American,1,0,0,10,1,F,Resist Officer w/Violence,8
Male,51,Greater than 45,Caucasian,0,0,0,2,64,F,Grand Theft in the 3rd Degree,1
Male,46,Greater than 45,African-American,0,0,0,0,1,M,Battery,1
Male,30,25 - 45,Caucasian,0,0,0,1,1,F,Possession of Cocaine,3
Female,48,Greater than 45,African-American,0,0,0,0,1,F,Tampering With Physical Evidence,6
Male,77,Greater than 45,African-American,0,0,0,1,3608,M,Driving License Suspended,1
Male,21,Less than 25,African-American,0,2,2,2,1,F,Grand Theft in the 3rd Degree,10
Male,46,Greater than 45,Caucasian,0,0,0,11,118,F,arrest case no charge,6
Male,54,Greater than 45,African-American,0,0,0,4,1,F,Sex Batt Faml/Cust Vict 12-17Y,3
Male,54,Greater than 45,Caucasian,0,0,0,3,1,F,Manufacture Cannabis,2
Male,26,25 - 45,African-American,0,0,0,15,1,F,arrest case no charge,9
Male,23,Less than 25,African-American,0,1,1,8,0,F,Burglary Structure Unoccup,9
Male,27,25 - 45,Hispanic,0,0,0,1,3,F,arrest case no charge,2
Male,39,25 - 45,Caucasian,0,0,0,2,0,F,arrest case no charge,2
Male,35,25 - 45,Hispanic,0,0,0,13,1,F,Driving While License Revoked,7
Male,29,25 - 45,African-American,0,0,0,1,1,M,Battery,1
Male,30,25 - 45,African-American,1,0,0,9,1,M,Viol Prot Injunc Repeat Viol,4
Male,41,25 - 45,African-American,0,0,0,6,1,F,Poss Cocaine/Intent To Del/Sel,3
Male,32,25 - 45,African-American,0,0,0,1,1,M,Battery,10
Male,48,Greater than 45,African-American,0,0,0,12,333,M,arrest case no charge,6
Male,39,25 - 45,Caucasian,0,0,0,2,120,F,arrest case no charge,6
Male,52,Greater than 45,African-American,0,0,0,0,1,M,Battery,6
Male,31,25 - 45,African-American,0,1,0,3,1,F,Grand Theft in the 3rd Degree,1
Male,22,Less than 25,Caucasian,0,0,3,1,1,F,Possession Of Alprazolam,5
Male,56,Greater than 45,African-American,0,0,0,4,50,M,Battery,3
Female,46,Greater than 45,Caucasian,0,0,0,0,1,M,DUI Level 0.15 Or Minor In Veh,1
Female,52,Greater than 45,Caucasian,0,0,0,23,62,F,arrest case no charge,7
Male,29,25 - 45,African-American,0,0,0,7,1,F,Poss Tetrahydrocannabinols,4
Female,22,Less than 25,African-American,0,0,0,0,2,F,Grand Theft in the 3rd Degree,7
Male,32,25 - 45,Hispanic,0,0,0,1,47,F,Uttering Forged Credit Card,1
Male,39,25 - 45,African-American,0,0,0,8,1,F,Lewd or Lascivious Molestation,4
Male,35,25 - 45,African-American,0,0,0,9,1,F,Possession of Cannabis,6
Male,26,25 - 45,African-American,0,0,0,1,0,M,Battery,1
Male,27,25 - 45,African-American,0,0,0,1,1,F,Crim Use of Personal ID Info,2
Male,27,25 - 45,African-American,0,0,0,5,28,F,arrest case no charge,10
Female,34,25 - 45,Caucasian,0,0,0,10,77,F,Possession of Cocaine,9
Male,47,Greater than 45,African-American,0,0,0,21,124,F,arrest case no charge,9
Male,27,25 - 45,African-American,0,0,0,2,334,M,Posses/Disply Susp/Revk/Frd DL,2
Male,27,25 - 45,Hispanic,0,0,0,6,222,F,arrest case no charge,6
Female,32,25 - 45,African-American,0,0,0,0,1,M,Battery,1
Male,28,25 - 45,Hispanic,0,0,0,8,70,M,Possess Cannabis/20 Grams Or Less,8
Male,25,25 - 45,African-American,0,0,1,5,1,F,arrest case no charge,9
Male,22,Less than 25,Caucasian,0,0,1,2,1,M,Battery,5
Male,43,25 - 45,Caucasian,0,0,0,4,55,M,Susp Drivers Lic 1st Offense,2
Male,52,Greater than 45,African-American,0,0,0,7,1,F,Possession of Cocaine,9
Male,21,Less than 25,African-American,0,0,0,2,0,F,Tampering With Physical Evidence,10
Male,28,25 - 45,African-American,0,1,0,11,1,F,Burglary Conveyance Unoccup,9
Male,21,Less than 25,African-American,0,0,0,1,153,F,Carrying Concealed Firearm,9
Male,26,25 - 45,Hispanic,0,0,0,0,1,F,Grand Theft in the 3rd Degree,6
Male,23,Less than 25,Caucasian,0,1,0,4,1,M,Battery,4
Male,39,25 - 45,Hispanic,0,0,0,3,45,M,Battery,1
Male,31,25 - 45,African-American,0,0,0,1,1,M,Battery,1
Male,34,25 - 45,Caucasian,0,0,0,1,1,M,Battery,5
Male,32,25 - 45,African-American,0,0,0,0,1,M,Possession of Cannabis,4
Female,50,Greater than 45,Caucasian,0,0,0,0,4,M,Driving Under The Influence,3
Male,27,25 - 45,African-American,0,0,0,1,1,M,Burglary Unoccupied Dwelling,5
Female,26,25 - 45,African-American,0,1,0,4,1,F,arrest case no charge,3
Male,27,25 - 45,African-American,1,0,0,4,1,F,Aggravated Assault W/Dead Weap,5
Male,29,25 - 45,Caucasian,0,0,0,0,0,F,Aggravated Assault W/dead Weap,3
Male,30,25 - 45,Caucasian,0,0,0,11,214,M,Reckless Driving,10
Male,58,Greater than 45,African-American,0,0,0,0,2,M,DUI Level 0.15 Or Minor In Veh,1
Male,27,25 - 45,African-American,2,0,0,14,0,F,False Imprisonment,10
Male,28,25 - 45,African-American,0,0,0,5,0,F,Driving While License Revoked,5
Male,24,Less than 25,African-American,0,5,1,15,1,F,Deliver Cocaine,10
Male,45,Greater than 45,African-American,0,0,0,1,128,F,arrest case no charge,1
Male,50,Greater than 45,Caucasian,0,0,0,0,1,M,DUI - Enhanced,1
Female,30,25 - 45,African-American,0,0,0,15,5,F,Possession of Cocaine,9
Male,25,25 - 45,Hispanic,0,0,0,1,156,F,arrest case no charge,3
Male,46,Greater than 45,Hispanic,0,0,0,0,1,F,Grand Theft in the 3rd Degree,1
Male,43,25 - 45,Caucasian,0,0,0,0,1,F,Grand Theft in the 3rd Degree,1
Male,24,Less than 25,Caucasian,0,0,0,0,1,F,arrest case no charge,2
Male,34,25 - 45,African-American,0,0,0,10,1,F,Aggravated Assault W/dead Weap,7
Male,56,Greater than 45,Hispanic,0,0,0,2,108,F,arrest case no charge,1
Male,26,25 - 45,Caucasian,0,0,0,2,1,F,Possession Burglary Tools,2
Male,31,25 - 45,Caucasian,0,0,0,0,1,F,Possession Of Methamphetamine,1
Male,23,Less than 25,African-American,0,0,3,1,24,F,Grand Theft in the 3rd Degree,3
Male,39,25 - 45,African-American,0,0,0,0,1,F,Kidnapping / Domestic Violence,1
Male,50,Greater than 45,African-American,0,0,0,4,1,F,Driving While License Revoked,1
Female,22,Less than 25,African-American,0,0,0,0,1,M,Battery,6
Female,25,25 - 45,African-American,0,0,0,0,1,M,Battery,2
Female,21,Less than 25,African-American,0,1,0,2,1,F,Crimin Mischief Damage $1000+,9
Male,20,Less than 25,Caucasian,0,0,0,1,1,F,Possession of Cannabis,4
Male,54,Greater than 45,African-American,0,0,0,12,0,M,Battery,5
Female,27,25 - 45,African-American,0,0,0,2,1,F,Felony Petit Theft,6
Male,45,Greater than 45,Caucasian,0,0,0,5,4,F,Possession of Methadone,5
Male,34,25 - 45,African-American,3,1,0,13,1,F,arrest case no charge,7
Female,55,Greater than 45,Caucasian,0,0,0,0,1,F,Battery on a Person Over 65,1
Male,24,Less than 25,African-American,0,0,0,0,1,M,Battery,2
Male,20,Less than 25,African-American,0,0,1,0,0,F,Possession of Cocaine,10
Male,37,25 - 45,African-American,0,0,0,5,1,M,Battery,5
Female,34,25 - 45,Caucasian,0,0,0,1,21,M,Battery,1
Female,41,25 - 45,African-American,0,0,0,2,27,F,Aggravated Assault W/dead Weap,6
Male,21,Less than 25,African-American,0,0,0,1,1,F,arrest case no charge,6
Male,22,Less than 25,African-American,0,0,0,3,1,F,Burglary Unoccupied Dwelling,3
Male,24,Less than 25,African-American,0,0,0,0,0,F,Grand Theft in the 3rd Degree,8
Male,42,25 - 45,Caucasian,0,0,0,8,1,F,Agg Fleeing and Eluding,4
Female,23,Less than 25,African-American,0,0,0,0,1,M,Battery,4
Female,40,25 - 45,African-American,0,0,0,1,73,F,Aggravated Assault W/dead Weap,1
Male,19,Less than 25,African-American,3,0,0,2,43,F,arrest case no charge,9
Male,20,Less than 25,Caucasian,0,0,0,0,1,M,Battery,4
Female,44,25 - 45,Caucasian,0,0,0,0,1,F,Grand Theft in the 3rd Degree,1
Male,20,Less than 25,African-American,0,0,0,0,1,M,Assault,4
Male,27,25 - 45,African-American,0,0,0,5,1,M,Driving License Suspended,5
Male,20,Less than 25,Caucasian,0,0,0,0,1,M,Battery,10
Male,20,Less than 25,African-American,0,0,0,0,4,F,Possession of Cannabis,6
Male,28,25 - 45,Caucasian,0,0,0,1,1,F,Poss Pyrrolidinovalerophenone,4
Male,29,25 - 45,African-American,0,0,0,9,1,F,arrest case no charge,7
Male,21,Less than 25,African-American,0,0,0,0,1,F,Felony Battery,9
Male,45,Greater than 45,African-American,0,0,0,4,154,M,Driving License Suspended,3
Female,24,Less than 25,African-American,0,0,0,2,1,F,Grand Theft in the 3rd Degree,6
Male,60,Greater than 45,African-American,0,0,0,15,38,F,Felony Battery (Dom Strang),4
Male,43,25 - 45,African-American,1,0,0,8,45,F,arrest case no charge,4
Male,21,Less than 25,Other,0,0,0,0,4,F,Possession of Cocaine,4
Female,24,Less than 25,African-American,0,0,0,0,1,F,Resist Officer w/Violence,5
Male,23,Less than 25,African-American,0,1,0,3,1,F,Possession Of Clonazepam,5
Male,27,25 - 45,Caucasian,0,0,0,0,0,F,Grand Theft in the 3rd Degree,4
Male,24,Less than 25,Caucasian,0,0,0,0,2,F,Pos Cannabis W/Intent Sel/Del,4
Male,31,25 - 45,African-American,0,1,0,6,291,M,Battery,6
Male,22,Less than 25,African-American,0,0,0,0,6,F,Dealing in Stolen Property,4
Female,46,Greater than 45,African-American,0,0,0,4,56,F,arrest case no charge,6
Male,53,Greater than 45,African-American,0,0,0,3,2757,M,arrest case no charge,9
Male,54,Greater than 45,Caucasian,0,0,0,0,1,F,Battery on Law Enforc Officer,1
Female,37,25 - 45,Caucasian,0,0,0,5,37,F,Grand Theft in the 3rd Degree,2
Female,35,25 - 45,African-American,0,0,0,7,1,F,arrest case no charge,6
Female,53,Greater than 45,African-American,0,0,0,0,1,F,Dealing in Stolen Property,5
Male,26,25 - 45,African-American,0,0,0,9,1,M,Petit Theft,4
Male,48,Greater than 45,African-American,0,0,0,7,1,M,Susp Drivers Lic 1st Offense,4
Male,63,Greater than 45,African-American,0,0,0,22,150,M,Trespass Struct/Convey Occupy,9
Female,56,Greater than 45,African-American,0,0,0,2,1,M,Driving Under The Influence,1
Male,25,25 - 45,African-American,0,0,0,6,0,F,"Poss 3,4 MDMA (Ecstasy)",7
Female,49,Greater than 45,Caucasian,0,0,0,0,1,F,Resist Officer w/Violence,1
Male,34,25 - 45,Caucasian,0,0,0,0,1,M,Susp Drivers Lic 1st Offense,2
Male,21,Less than 25,African-American,0,0,0,0,1,M,Battery,6
Male,23,Less than 25,Caucasian,0,0,0,0,3,F,Trespassing/Construction Site,6
Male,57,Greater than 45,Caucasian,0,0,0,0,2,F,arrest case no charge,1
Male,29,25 - 45,Caucasian,0,1,0,8,91,F,arrest case no charge,5
Female,34,25 - 45,Other,0,0,0,0,1,F,Felony Battery (Dom Strang),2
Male,25,25 - 45,Caucasian,0,0,0,5,1,F,Possession of Oxycodone,10
Female,42,25 - 45,African-American,0,0,0,1,1,F,Felony Driving While Lic Suspd,5
Male,51,Greater than 45,African-American,0,0,0,1,0,F,Possession of Cocaine,5
Male,26,25 - 45,African-American,0,0,0,7,868,F,Sell Cannabis,7
Male,31,25 - 45,Other,0,1,0,5,0,M,Battery,2
Male,34,25 - 45,African-American,0,1,0,9,1389,F,arrest case no charge,8
Male,53,Greater than 45,African-American,0,0,0,13,1,M,arrest case no charge,5
Female,43,25 - 45,African-American,0,0,0,6,1,F,Grand Theft in the 3rd Degree,7
Male,34,25 - 45,African-American,0,0,0,0,3,F,Carrying Concealed Firearm,1
Female,27,25 - 45,Caucasian,0,0,0,2,1,F,Grand Theft in the 3rd Degree,5
Male,51,Greater than 45,African-American,0,0,0,0,1,M,Operating W/O Valid License,1
Male,26,25 - 45,Caucasian,0,0,0,1,1,M,Operating W/O Valid License,4
Male,47,Greater than 45,African-American,0,0,0,5,1,F,Possession of Cocaine,6
Male,22,Less than 25,Caucasian,0,0,1,0,1,F,Grand Theft in the 3rd Degree,4
Female,36,25 - 45,Caucasian,0,0,0,0,0,F,Possession of Cocaine,2
Female,36,25 - 45,Hispanic,0,0,0,1,0,M,Battery,3
Male,41,25 - 45,Caucasian,0,0,0,4,3,F,Possession Of Heroin,3
Male,37,25 - 45,African-American,0,0,0,2,514,M,Compulsory Attendance Violation,2
Male,21,Less than 25,African-American,0,0,0,2,34,F,Grand Theft in the 3rd Degree,4
Male,25,25 - 45,African-American,0,3,1,6,1,M,Viol Prot Injunc Repeat Viol,6
Male,27,25 - 45,Hispanic,0,0,0,1,1088,F,Possession of Hydrocodone,4
Female,31,25 - 45,Hispanic,0,0,0,2,1,F,Drivg While Lic Suspd/Revk/Can,3
Male,24,Less than 25,African-American,0,0,1,7,97,M,Prowling/Loitering,8
Male,33,25 - 45,Caucasian,0,0,0,0,2,M,Battery,1
Male,46,Greater than 45,Caucasian,0,0,0,5,65,F,arrest case no charge,5
Female,44,25 - 45,Caucasian,0,0,0,3,1,F,Poss Pyrrolidinovalerophenone,2
Male,46,Greater than 45,Caucasian,0,0,0,0,1,F,Aggravated Assault W/dead Weap,2
Female,28,25 - 45,African-American,0,0,0,1,1,F,Grand Theft (Motor Vehicle),2
Male,28,25 - 45,African-American,1,0,0,5,1,F,arrest case no charge,5
Male,66,Greater than 45,African-American,0,0,0,5,1,F,Possession of Cocaine,2
Male,20,Less than 25,Caucasian,0,0,0,0,0,M,Possess Cannabis/20 Grams Or Less,3
Male,27,25 - 45,African-American,0,0,0,2,1,F,Driving While License Revoked,3
Female,24,Less than 25,Other,0,0,0,0,1,F,Grand Theft in the 3rd Degree,4
Male,25,25 - 45,African-American,0,0,0,3,1,F,Aggravated Battery / Pregnant,3
Male,31,25 - 45,Caucasian,0,0,0,8,31,M,Battery,9
Female,39,25 - 45,African-American,0,0,0,1,121,F,arrest case no charge,5
Female,41,25 - 45,African-American,0,0,0,7,0,F,Possession of Cannabis,4
Male,26,25 - 45,African-American,0,0,0,0,1,F,Crim Use of Personal ID Info,2
Male,25,25 - 45,African-American,0,0,0,2,27,M,Operating W/O Valid License,5
Male,35,25 - 45,African-American,0,0,0,5,1472,F,Carrying Concealed Firearm,2
Male,55,Greater than 45,Hispanic,0,0,0,0,1,M,Battery,1
Male,22,Less than 25,African-American,0,0,0,2,1,F,Grand Theft Dwell Property,9
Female,29,25 - 45,Other,0,0,0,2,1,M,Battery,2
Male,25,25 - 45,African-American,0,0,0,7,1,F,Burglary Conveyance Unoccup,9
Male,50,Greater than 45,Caucasian,0,0,0,18,577,M,Petit Theft $100- $300,6
Female,27,25 - 45,Caucasian,0,0,0,2,430,M,Driving License Suspended,2
Male,50,Greater than 45,Hispanic,0,0,0,5,1,F,Felony Driving While Lic Suspd,1
Female,20,Less than 25,Caucasian,0,0,0,0,1,M,Battery,6
Male,56,Greater than 45,Caucasian,0,0,0,5,1,M,arrest case no charge,7
Male,25,25 - 45,African-American,0,0,0,5,1,F,Pos Cannabis W/Intent Sel/Del,8
Female,48,Greater than 45,African-American,0,0,0,1,9485,F,Possess Controlled Substance,1
Male,21,Less than 25,African-American,0,0,0,1,1,F,Burglary Unoccupied Dwelling,9
Male,31,25 - 45,Caucasian,0,0,0,2,1,M,Battery,1
Male,35,25 - 45,Caucasian,0,0,0,0,1,M,Expired DL More Than 6 Months,2
Male,25,25 - 45,Hispanic,0,0,0,6,1,M,Battery,7
Male,34,25 - 45,African-American,0,0,0,2,1,F,Carrying Concealed Firearm,3
Male,32,25 - 45,African-American,0,0,0,0,1,F,Aggravated Battery / Pregnant,7
Male,33,25 - 45,Hispanic,0,0,0,1,90,M,Susp Drivers Lic 1st Offense,2
Female,31,25 - 45,African-American,0,0,0,1,1,F,Felony Battery (Dom Strang),3
Male,29,25 - 45,African-American,0,0,0,6,93,F,arrest case no charge,6
Male,25,25 - 45,African-American,0,0,0,2,96,F,arrest case no charge,8
Male,26,25 - 45,African-American,0,0,0,13,122,M,Unlawful Use Of Police Badges,8
Female,44,25 - 45,Hispanic,0,0,0,0,1,M,Battery,1
Male,31,25 - 45,African-American,0,0,0,11,1,M,Battery,7
Male,28,25 - 45,African-American,0,0,0,3,1,M,Petit Theft,2
Female,47,Greater than 45,Hispanic,0,0,0,1,61,F,Burglary Conveyance Unoccup,1
Female,27,25 - 45,African-American,0,1,0,10,1,F,arrest case no charge,9
Male,24,Less than 25,African-American,0,0,2,0,1,F,Deliver Cocaine,9
Male,49,Greater than 45,Caucasian,0,0,0,0,1,F,Felony Driving While Lic Suspd,1
Female,40,25 - 45,Caucasian,0,0,0,0,0,F,Possession of Cocaine,2
Male,22,Less than 25,African-American,0,0,0,4,12,M,Driving License Suspended,6
Male,28,25 - 45,African-American,0,0,0,5,0,F,arrest case no charge,2
Female,51,Greater than 45,Caucasian,0,0,0,1,98,F,Possession of Hydrocodone,1
Male,24,Less than 25,African-American,0,0,0,2,1,F,Possession of Hydromorphone,6
Male,49,Greater than 45,Caucasian,0,0,0,1,26,M,Battery,1
Male,33,25 - 45,Caucasian,0,0,0,0,1,M,Possess Cannabis/20 Grams Or Less,7
Male,34,25 - 45,African-American,0,0,0,6,75,F,Deliver Cocaine,3
Male,30,25 - 45,African-American,0,0,1,8,42,M,Battery,8
Male,44,25 - 45,Caucasian,0,0,0,0,1,F,Burglary Conveyance Unoccup,7
Male,41,25 - 45,African-American,0,0,3,12,0,F,Possession Of Alprazolam,6
Male,46,Greater than 45,Caucasian,0,0,0,0,1,F,Manufacture Cannabis,1
Male,57,Greater than 45,African-American,0,0,0,2,4620,M,arrest case no charge,1
Female,44,25 - 45,Caucasian,0,0,0,1,31,M,Battery,3
Male,32,25 - 45,African-American,0,0,0,0,1,F,Possession of Cannabis,9
Male,36,25 - 45,African-American,0,0,0,1,1,M,Battery,9
Male,30,25 - 45,African-American,0,0,0,1,1,M,Battery,8
Male,28,25 - 45,African-American,0,0,0,0,1,M,Manage Busn W/O City Occup Lic,2
Male,31,25 - 45,Caucasian,0,0,0,3,1,M,Battery,4
Male,29,25 - 45,African-American,1,0,0,8,1,F,Possession of Cocaine,10
Male,21,Less than 25,African-American,0,0,0,1,1,M,Burglary Unoccupied Dwelling,5
Male,23,Less than 25,African-American,1,0,0,5,1,F,Possession Burglary Tools,8
Male,27,25 - 45,Other,0,0,0,0,1,M,Battery,1
Male,25,25 - 45,Caucasian,0,0,0,4,30,F,Possession Of Alprazolam,9
Female,49,Greater than 45,African-American,0,0,0,25,1,F,Felony Petit Theft,10
Male,35,25 - 45,Other,0,0,0,2,1,F,Grand Theft in the 3rd Degree,5
Male,35,25 - 45,Hispanic,0,0,0,0,1,F,Tamper With Witness/Victim/CI,2
Female,25,25 - 45,African-American,0,0,0,1,1,M,Battery,8
Male,32,25 - 45,Hispanic,1,0,0,2,353,M,arrest case no charge,7
Male,35,25 - 45,African-American,0,0,0,9,1,F,Tampering With Physical Evidence,6
Male,33,25 - 45,Caucasian,0,0,0,4,321,M,Driving Under The Influence,3
Male,38,25 - 45,Caucasian,0,0,0,8,21,F,arrest case no charge,1
Male,32,25 - 45,African-American,0,0,0,0,1,M,Operating W/O Valid License,9
Female,23,Less than 25,African-American,0,0,0,0,1,M,Disorderly Conduct,4
Male,67,Greater than 45,African-American,0,0,0,3,799,F,Aggrav Battery w/Deadly Weapon,2
Male,23,Less than 25,African-American,1,1,2,4,1,F,Burglary Unoccupied Dwelling,10
Female,26,25 - 45,African-American,0,0,0,0,1,M,Opert With Susp DL 2nd Offens,8
Male,31,25 - 45,African-American,0,0,0,9,0,F,Possession of Cocaine,8
Male,22,Less than 25,African-American,0,0,0,0,1,M,Battery,4
Female,20,Less than 25,Caucasian,0,0,0,0,1,F,Poss Pyrrolidinovalerophenone,8
Male,24,Less than 25,African-American,0,0,0,1,1,F,Pos Cannabis W/Intent Sel/Del,3
Male,37,25 - 45,African-American,0,0,0,0,1,M,Susp Drivers Lic 1st Offense,7
Male,29,25 - 45,African-American,0,0,0,0,1,F,Possession Of Methamphetamine,5
Male,34,25 - 45,Other,0,0,0,0,2,F,Felony Battery (Dom Strang),2
Male,29,25 - 45,African-American,0,0,1,9,1,F,Deliver Cocaine 1000FT School,7
Male,49,Greater than 45,Caucasian,0,0,0,3,1,F,Agg Battery Grt/Bod/Harm,1
Male,31,25 - 45,African-American,0,0,0,2,1,F,arrest case no charge,2
Male,59,Greater than 45,Caucasian,0,0,0,0,1,M,Battery,1
Male,39,25 - 45,African-American,0,0,0,2,1,M,Resist/Obstruct W/O Violence,1
Male,23,Less than 25,African-American,0,0,1,1,1,F,Possession Burglary Tools,5
Male,27,25 - 45,African-American,0,0,0,3,1,F,arrest case no charge,1
Male,22,Less than 25,African-American,0,0,0,1,1,F,Uttering a Forged Instrument,9
Male,21,Less than 25,Caucasian,0,0,0,0,1,F,Burglary Conveyance Unoccup,9
Male,36,25 - 45,African-American,0,0,0,0,1,F,Aggravated Battery,1
Male,30,25 - 45,African-American,0,0,1,10,9,F,arrest case no charge,6
Male,31,25 - 45,Caucasian,0,0,0,3,0,M,Driving Under The Influence,7
Female,29,25 - 45,Hispanic,0,0,0,0,3,M,Disorderly Conduct,3
Male,47,Greater than 45,Other,0,0,0,5,1,M,Possess Cannabis/20 Grams Or Less,1
Male,25,25 - 45,African-American,0,0,0,7,134,F,Grand Theft in the 3rd Degree,10
Male,26,25 - 45,Caucasian,0,0,0,0,1,F,Aggravated Assault W/Dead Weap,2
Male,24,Less than 25,African-American,0,0,0,0,1,M,Battery,4
Male,43,25 - 45,Other,0,0,0,1,3,F,Possession of Cocaine,1
Male,27,25 - 45,African-American,1,2,0,11,1,F,Deliver Cocaine,9
