sex,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,c_charge_degree,c_charge_desc,decile_score
Male,25 - 45,Caucasian,0,0,0,8,1.0,F,Agg Fleeing and Eluding,0
Female,Less than 25,African-American,0,0,0,0,1.0,M,Battery,0
Female,25 - 45,African-American,0,0,0,1,73.0,F,Aggravated Assault W/dead Weap,0
Male,Less than 25,African-American,3,0,0,2,43.0,F,arrest case no charge,2
Male,Less than 25,Caucasian,0,0,0,0,1.0,M,Battery,0
Female,25 - 45,Caucasian,0,0,0,0,1.0,F,Grand Theft in the 3rd Degree,0
Male,Less than 25,African-American,0,0,0,0,1.0,M,Assault,0
Male,25 - 45,African-American,0,0,0,5,1.0,M,Driving License Suspended,1
Male,Less than 25,Caucasian,0,0,0,0,1.0,M,Battery,2
Male,Less than 25,African-American,0,0,0,0,4.0,F,Possession of Cannabis,1
Male,25 - 45,Caucasian,0,0,0,1,1.0,F,Poss Pyrrolidinovalerophenone,0
Male,25 - 45,African-American,0,0,0,9,1.0,F,arrest case no charge,1
Male,Less than 25,African-American,0,0,0,0,1.0,F,Felony Battery,2
Male,Greater than 45,African-American,0,0,0,4,154.0,M,Driving License Suspended,0
Female,Less than 25,African-American,0,0,0,2,1.0,F,Grand Theft in the 3rd Degree,1
Male,Greater than 45,African-American,0,0,0,15,38.0,F,Felony Battery (Dom Strang),0
Male,25 - 45,African-American,1,0,0,8,45.0,F,arrest case no charge,0
Male,Less than 25,Other,0,0,0,0,4.0,F,Possession of Cocaine,0
Female,Less than 25,African-American,0,0,0,0,1.0,F,Resist Officer w/Violence,1
Male,Less than 25,African-American,0,1,0,3,1.0,F,Possession Of Clonazepam,1
Male,25 - 45,Caucasian,0,0,0,0,0.0,F,Grand Theft in the 3rd Degree,0
Male,Less than 25,Caucasian,0,0,0,0,2.0,F,Pos Cannabis W/Intent Sel/Del,0
Male,25 - 45,African-American,0,1,0,6,291.0,M,Battery,1
Male,Less than 25,African-American,0,0,0,0,6.0,F,Dealing in Stolen Property,0
Female,Greater than 45,African-American,0,0,0,4,56.0,F,arrest case no charge,1
Male,Greater than 45,African-American,0,0,0,3,2757.0,M,arrest case no charge,2
Male,Greater than 45,Caucasian,0,0,0,0,1.0,F,Battery on Law Enforc Officer,0
Female,25 - 45,Caucasian,0,0,0,5,37.0,F,Grand Theft in the 3rd Degree,0
Female,25 - 45,African-American,0,0,0,7,1.0,F,arrest case no charge,1
Female,Greater than 45,African-American,0,0,0,0,1.0,F,Dealing in Stolen Property,1
Male,25 - 45,African-American,0,0,0,9,1.0,M,Petit Theft,0
Male,Greater than 45,African-American,0,0,0,7,1.0,M,Susp Drivers Lic 1st Offense,0
Male,Greater than 45,African-American,0,0,0,22,150.0,M,Trespass Struct/Convey Occupy,2
Female,Greater than 45,African-American,0,0,0,2,1.0,M,Driving Under The Influence,0
Male,25 - 45,African-American,0,0,0,6,0.0,F,"Poss 3,4 MDMA (Ecstasy)",1
Female,Greater than 45,Caucasian,0,0,0,0,1.0,F,Resist Officer w/Violence,0
Male,25 - 45,Caucasian,0,0,0,0,1.0,M,Susp Drivers Lic 1st Offense,0
Male,Less than 25,African-American,0,0,0,0,1.0,M,Battery,1
Male,Less than 25,Caucasian,0,0,0,0,3.0,F,Trespassing/Construction Site,1
Male,Greater than 45,Caucasian,0,0,0,0,2.0,F,arrest case no charge,0
Male,25 - 45,Caucasian,0,1,0,8,91.0,F,arrest case no charge,1
Female,25 - 45,Other,0,0,0,0,1.0,F,Felony Battery (Dom Strang),0
Male,25 - 45,Caucasian,0,0,0,5,1.0,F,Possession of Oxycodone,2
Female,25 - 45,African-American,0,0,0,1,1.0,F,Felony Driving While Lic Suspd,1
Male,Greater than 45,African-American,0,0,0,1,0.0,F,Possession of Cocaine,1
Male,25 - 45,African-American,0,0,0,7,868.0,F,Sell Cannabis,1
Male,25 - 45,Other,0,1,0,5,0.0,M,Battery,0
Male,25 - 45,African-American,0,1,0,9,1389.0,F,arrest case no charge,2
Male,Greater than 45,African-American,0,0,0,13,1.0,M,arrest case no charge,1
Female,25 - 45,African-American,0,0,0,6,1.0,F,Grand Theft in the 3rd Degree,1
Male,25 - 45,African-American,0,0,0,0,3.0,F,Carrying Concealed Firearm,0
Female,25 - 45,Caucasian,0,0,0,2,1.0,F,Grand Theft in the 3rd Degree,1
Male,Greater than 45,African-American,0,0,0,0,1.0,M,Operating W/O Valid License,0
Male,25 - 45,Caucasian,0,0,0,1,1.0,M,Operating W/O Valid License,0
Male,Greater than 45,African-American,0,0,0,5,1.0,F,Possession of Cocaine,1
Male,Less than 25,Caucasian,0,0,1,0,1.0,F,Grand Theft in the 3rd Degree,0
Female,25 - 45,Caucasian,0,0,0,0,0.0,F,Possession of Cocaine,0
Female,25 - 45,Hispanic,0,0,0,1,0.0,M,Battery,0
Male,25 - 45,Caucasian,0,0,0,4,3.0,F,Possession Of Heroin,0
Male,25 - 45,African-American,0,0,0,2,514.0,M,Compulsory Attendance Violation,0
Male,Less than 25,African-American,0,0,0,2,34.0,F,Grand Theft in the 3rd Degree,0
Male,25 - 45,African-American,0,3,1,6,1.0,M,Viol Prot Injunc Repeat Viol,1
Male,25 - 45,Hispanic,0,0,0,1,1088.0,F,Possession of Hydrocodone,0
Female,25 - 45,Hispanic,0,0,0,2,1.0,F,Drivg While Lic Suspd/Revk/Can,0
Male,Less than 25,African-American,0,0,1,7,97.0,M,Prowling/Loitering,2
Male,25 - 45,Caucasian,0,0,0,0,2.0,M,Battery,0
Male,Greater than 45,Caucasian,0,0,0,5,65.0,F,arrest case no charge,1
Female,25 - 45,Caucasian,0,0,0,3,1.0,F,Poss Pyrrolidinovalerophenone,0
Male,Greater than 45,Caucasian,0,0,0,0,1.0,F,Aggravated Assault W/dead Weap,0
Female,25 - 45,African-American,0,0,0,1,1.0,F,Grand Theft (Motor Vehicle),0
Male,25 - 45,African-American,1,0,0,5,1.0,F,arrest case no charge,1
Male,Greater than 45,African-American,0,0,0,5,1.0,F,Possession of Cocaine,0
Male,Less than 25,Caucasian,0,0,0,0,0.0,M,Possess Cannabis/20 Grams Or Less,0
Male,25 - 45,African-American,0,0,0,2,1.0,F,Driving While License Revoked,0
Female,Less than 25,Other,0,0,0,0,1.0,F,Grand Theft in the 3rd Degree,0
Male,25 - 45,African-American,0,0,0,3,1.0,F,Aggravated Battery / Pregnant,0
Male,25 - 45,Caucasian,0,0,0,8,31.0,M,Battery,2
Female,25 - 45,African-American,0,0,0,1,121.0,F,arrest case no charge,1
Female,25 - 45,African-American,0,0,0,7,0.0,F,Possession of Cannabis,0
Male,25 - 45,African-American,0,0,0,0,1.0,F,Crim Use of Personal ID Info,0
Male,25 - 45,African-American,0,0,0,2,27.0,M,Operating W/O Valid License,1
Male,25 - 45,African-American,0,0,0,5,1472.0,F,Carrying Concealed Firearm,0
Male,Greater than 45,Hispanic,0,0,0,0,1.0,M,Battery,0
Male,Less than 25,African-American,0,0,0,2,1.0,F,Grand Theft Dwell Property,2
Female,25 - 45,Other,0,0,0,2,1.0,M,Battery,0
Male,25 - 45,African-American,0,0,0,7,1.0,F,Burglary Conveyance Unoccup,2
Male,Greater than 45,Caucasian,0,0,0,18,577.0,M,Petit Theft $100- $300,1
Female,25 - 45,Caucasian,0,0,0,2,430.0,M,Driving License Suspended,0
Male,Greater than 45,Hispanic,0,0,0,5,1.0,F,Felony Driving While Lic Suspd,0
Female,Less than 25,Caucasian,0,0,0,0,1.0,M,Battery,1
Male,Greater than 45,Caucasian,0,0,0,5,1.0,M,arrest case no charge,1
Male,25 - 45,African-American,0,0,0,5,1.0,F,Pos Cannabis W/Intent Sel/Del,2
Female,Greater than 45,African-American,0,0,0,1,9485.0,F,Possess Controlled Substance,0
Male,Less than 25,African-American,0,0,0,1,1.0,F,Burglary Unoccupied Dwelling,2
Male,25 - 45,Caucasian,0,0,0,2,1.0,M,Battery,0
Male,25 - 45,Caucasian,0,0,0,0,1.0,M,Expired DL More Than 6 Months,0
Male,25 - 45,Hispanic,0,0,0,6,1.0,M,Battery,1
Male,25 - 45,African-American,0,0,0,2,1.0,F,Carrying Concealed Firearm,0
Male,25 - 45,African-American,0,0,0,0,1.0,F,Aggravated Battery / Pregnant,1
Male,25 - 45,Hispanic,0,0,0,1,90.0,M,Susp Drivers Lic 1st Offense,0
Female,25 - 45,African-American,0,0,0,1,1.0,F,Felony Battery (Dom Strang),0
Male,25 - 45,African-American,0,0,0,6,93.0,F,arrest case no charge,1
Male,25 - 45,African-American,0,0,0,2,96.0,F,arrest case no charge,2
Male,25 - 45,African-American,0,0,0,13,122.0,M,Unlawful Use Of Police Badges,2
Female,25 - 45,Hispanic,0,0,0,0,1.0,M,Battery,0
Male,25 - 45,African-American,0,0,0,11,1.0,M,Battery,1
Male,25 - 45,African-American,0,0,0,3,1.0,M,Petit Theft,0
Female,Greater than 45,Hispanic,0,0,0,1,61.0,F,Burglary Conveyance Unoccup,0
Female,25 - 45,African-American,0,1,0,10,1.0,F,arrest case no charge,2
Male,Less than 25,African-American,0,0,2,0,1.0,F,Deliver Cocaine,2
Male,Greater than 45,Caucasian,0,0,0,0,1.0,F,Felony Driving While Lic Suspd,0
Female,25 - 45,Caucasian,0,0,0,0,0.0,F,Possession of Cocaine,0
Male,Less than 25,African-American,0,0,0,4,12.0,M,Driving License Suspended,1
Male,25 - 45,African-American,0,0,0,5,0.0,F,arrest case no charge,0
Female,Greater than 45,Caucasian,0,0,0,1,98.0,F,Possession of Hydrocodone,0
Male,Less than 25,African-American,0,0,0,2,1.0,F,Possession of Hydromorphone,1
Male,Greater than 45,Caucasian,0,0,0,1,26.0,M,Battery,0
Male,25 - 45,Caucasian,0,0,0,0,1.0,M,Possess Cannabis/20 Grams Or Less,1
Male,25 - 45,African-American,0,0,0,6,75.0,F,Deliver Cocaine,0
Male,25 - 45,African-American,0,0,1,8,42.0,M,Battery,2
Male,25 - 45,Caucasian,0,0,0,0,1.0,F,Burglary Conveyance Unoccup,1
Male,25 - 45,African-American,0,0,3,12,0.0,F,Possession Of Alprazolam,1
Male,Greater than 45,Caucasian,0,0,0,0,1.0,F,Manufacture Cannabis,0
Male,Greater than 45,African-American,0,0,0,2,4620.0,M,arrest case no charge,0
Female,25 - 45,Caucasian,0,0,0,1,31.0,M,Battery,0
Male,25 - 45,African-American,0,0,0,0,1.0,F,Possession of Cannabis,2
Male,25 - 45,African-American,0,0,0,1,1.0,M,Battery,2
Male,25 - 45,African-American,0,0,0,1,1.0,M,Battery,2
Male,25 - 45,African-American,0,0,0,0,1.0,M,Manage Busn W/O City Occup Lic,0
Male,25 - 45,Caucasian,0,0,0,3,1.0,M,Battery,0
Male,25 - 45,African-American,1,0,0,8,1.0,F,Possession of Cocaine,2
Male,Less than 25,African-American,0,0,0,1,1.0,M,Burglary Unoccupied Dwelling,1
Male,Less than 25,African-American,1,0,0,5,1.0,F,Possession Burglary Tools,2
Male,25 - 45,Other,0,0,0,0,1.0,M,Battery,0
Male,25 - 45,Caucasian,0,0,0,4,30.0,F,Possession Of Alprazolam,2
Female,Greater than 45,African-American,0,0,0,25,1.0,F,Felony Petit Theft,2
Male,25 - 45,Other,0,0,0,2,1.0,F,Grand Theft in the 3rd Degree,1
Male,25 - 45,Hispanic,0,0,0,0,1.0,F,Tamper With Witness/Victim/CI,0
Female,25 - 45,African-American,0,0,0,1,1.0,M,Battery,2
Male,25 - 45,Hispanic,1,0,0,2,353.0,M,arrest case no charge,1
Male,25 - 45,African-American,0,0,0,9,1.0,F,Tampering With Physical Evidence,1
Male,25 - 45,Caucasian,0,0,0,4,321.0,M,Driving Under The Influence,0
Male,25 - 45,Caucasian,0,0,0,8,21.0,F,arrest case no charge,0
Male,25 - 45,African-American,0,0,0,0,1.0,M,Operating W/O Valid License,2
Female,Less than 25,African-American,0,0,0,0,1.0,M,Disorderly Conduct,0
Male,Greater than 45,African-American,0,0,0,3,799.0,F,Aggrav Battery w/Deadly Weapon,0
Male,Less than 25,African-American,1,1,2,4,1.0,F,Burglary Unoccupied Dwelling,2
Female,25 - 45,African-American,0,0,0,0,1.0,M,Opert With Susp DL 2nd Offens,2
Male,25 - 45,African-American,0,0,0,9,0.0,F,Possession of Cocaine,2
Male,Less than 25,African-American,0,0,0,0,1.0,M,Battery,0
Female,Less than 25,Caucasian,0,0,0,0,1.0,F,Poss Pyrrolidinovalerophenone,2
Male,Less than 25,African-American,0,0,0,1,1.0,F,Pos Cannabis W/Intent Sel/Del,0
Male,25 - 45,African-American,0,0,0,0,1.0,M,Susp Drivers Lic 1st Offense,1
Male,25 - 45,African-American,0,0,0,0,1.0,F,Possession Of Methamphetamine,1
Male,25 - 45,Other,0,0,0,0,2.0,F,Felony Battery (Dom Strang),0
Male,25 - 45,African-American,0,0,1,9,1.0,F,Deliver Cocaine 1000FT School,1
Male,Greater than 45,Caucasian,0,0,0,3,1.0,F,Agg Battery Grt/Bod/Harm,0
Male,25 - 45,African-American,0,0,0,2,1.0,F,arrest case no charge,0
Male,Greater than 45,Caucasian,0,0,0,0,1.0,M,Battery,0
Male,25 - 45,African-American,0,0,0,2,1.0,M,Resist/Obstruct W/O Violence,0
Male,Less than 25,African-American,0,0,1,1,1.0,F,Possession Burglary Tools,1
Male,25 - 45,African-American,0,0,0,3,1.0,F,arrest case no charge,0
Male,Less than 25,African-American,0,0,0,1,1.0,F,Uttering a Forged Instrument,2
Male,Less than 25,Caucasian,0,0,0,0,1.0,F,Burglary Conveyance Unoccup,2
Male,25 - 45,African-American,0,0,0,0,1.0,F,Aggravated Battery,0
Male,25 - 45,African-American,0,0,1,10,9.0,F,arrest case no charge,1
Male,25 - 45,Caucasian,0,0,0,3,0.0,M,Driving Under The Influence,1
Female,25 - 45,Hispanic,0,0,0,0,3.0,M,Disorderly Conduct,0
Male,Greater than 45,Other,0,0,0,5,1.0,M,Possess Cannabis/20 Grams Or Less,0
Male,25 - 45,African-American,0,0,0,7,134.0,F,Grand Theft in the 3rd Degree,2
Male,25 - 45,Caucasian,0,0,0,0,1.0,F,Aggravated Assault W/Dead Weap,0
Male,Less than 25,African-American,0,0,0,0,1.0,M,Battery,0
Male,25 - 45,Other,0,0,0,1,3.0,F,Possession of Cocaine,0
Male,25 - 45,African-American,1,2,0,11,1.0,F,Deliver Cocaine,2
Male,25 - 45,Caucasian,0,0,0,4,1.0,F,arrest case no charge,0
Female,25 - 45,Other,0,0,0,0,1.0,F,Grand Theft in the 3rd Degree,0
Male,Greater than 45,Caucasian,0,0,0,3,1.0,F,Grand Theft in the 3rd Degree,0
Male,Greater than 45,Caucasian,0,0,0,0,1.0,M,Battery,0
Male,Greater than 45,Caucasian,0,0,0,11,127.0,F,Possession of Cocaine,2
Male,25 - 45,African-American,0,0,0,2,1.0,F,Burglary Unoccupied Dwelling,0
Male,25 - 45,Other,0,0,0,0,1.0,M,Battery,0
Female,25 - 45,African-American,0,0,0,4,0.0,F,Aggrav Battery w/Deadly Weapon,2
Male,25 - 45,Caucasian,0,0,0,0,1.0,F,Possession of Cocaine,0
Female,25 - 45,Hispanic,0,0,0,0,2.0,M,Battery,0
Male,25 - 45,Hispanic,0,0,0,2,14.0,M,Driving License Suspended,0
Male,Less than 25,African-American,0,0,0,0,1.0,M,Battery,0
Male,25 - 45,African-American,0,0,0,2,75.0,F,arrest case no charge,0
Male,25 - 45,African-American,0,0,0,0,1.0,M,Battery,2
Male,25 - 45,African-American,0,0,0,2,2.0,F,Resist Officer w/Violence,0
Male,25 - 45,African-American,0,1,0,14,1.0,F,Driving While License Revoked,1
Female,25 - 45,African-American,0,0,0,1,45.0,M,Aggrav Child Abuse-Agg Battery,0
Male,25 - 45,African-American,0,0,0,2,1.0,F,Tampering With Physical Evidence,2
Female,Greater than 45,Caucasian,0,0,0,0,1.0,M,Battery,0
Male,25 - 45,African-American,0,0,0,6,1.0,F,Possession of Cocaine,1
Male,25 - 45,Other,0,0,0,3,1.0,M,Battery,0
Male,25 - 45,Caucasian,0,0,0,0,1.0,F,Possession of Cocaine,2
Male,25 - 45,African-American,0,0,1,5,92.0,F,arrest case no charge,2
Male,Less than 25,African-American,0,0,0,0,1.0,F,Carrying Concealed Firearm,2
Male,Less than 25,Caucasian,0,0,0,1,1.0,F,Grand Theft in the 3rd Degree,0
Male,Greater than 45,African-American,0,0,0,1,43.0,F,arrest case no charge,1
Male,25 - 45,African-American,0,0,0,1,1.0,F,arrest case no charge,0
Male,25 - 45,African-American,0,0,0,3,1.0,M,Battery,1
Male,25 - 45,African-American,0,0,0,1,1.0,M,Battery,1
Male,Greater than 45,Caucasian,0,0,0,0,1.0,M,Driving Under The Influence,0
Male,Less than 25,African-American,0,0,0,1,1.0,F,Possession of Codeine,0
Male,Greater than 45,African-American,0,0,0,14,1.0,M,Poss Of Controlled Substance,0
Male,Less than 25,Hispanic,0,0,0,0,1.0,F,Dealing in Stolen Property,1
Male,Less than 25,African-American,0,0,0,0,1.0,F,Pos Cannabis W/Intent Sel/Del,1
Male,Greater than 45,Caucasian,0,0,0,2,1.0,F,Felony/Driving Under Influence,0
Male,25 - 45,African-American,2,0,0,6,1.0,F,Felony Battery (Dom Strang),1
Male,Greater than 45,African-American,0,0,0,7,0.0,F,arrest case no charge,1
Female,25 - 45,African-American,0,0,0,3,1.0,M,Battery,0
Male,25 - 45,African-American,1,0,2,4,435.0,F,Poss Cocaine/Intent To Del/Sel,2
Female,25 - 45,Caucasian,0,0,0,7,66.0,F,Possession of Oxycodone,1
Male,25 - 45,African-American,0,0,0,0,1.0,F,Felony Battery (Dom Strang),0
Male,Greater than 45,Other,0,0,0,0,1.0,M,Battery,0
Male,Greater than 45,African-American,0,0,0,0,0.0,M,DUI Level 0.15 Or Minor In Veh,0
Male,25 - 45,African-American,0,0,0,3,1.0,F,Felony Driving While Lic Suspd,0
Male,25 - 45,Hispanic,2,1,0,8,0.0,M,arrest case no charge,2
Female,Less than 25,African-American,0,0,0,1,0.0,M,Battery,0
Male,25 - 45,African-American,0,0,0,13,1.0,F,Possession Of Carisoprodol,2
Male,Less than 25,Caucasian,0,0,0,0,1.0,M,Battery,1
Male,25 - 45,African-American,0,0,0,1,999.0,F,Lewd or Lascivious Molestation,0
Male,Greater than 45,Other,0,0,0,0,1.0,M,Battery,0
Male,Greater than 45,Caucasian,0,0,0,0,0.0,M,Battery,0
Male,25 - 45,Hispanic,0,0,0,0,1.0,M,Battery,0
Male,25 - 45,Other,0,0,0,1,1.0,F,arrest case no charge,0
Male,Less than 25,African-American,0,0,0,0,0.0,F,Threat Public Servant,1
Female,Greater than 45,Other,0,0,0,1,1.0,F,arrest case no charge,0
Male,25 - 45,African-American,1,0,0,3,1.0,M,Battery,2
Male,25 - 45,Hispanic,0,0,0,0,0.0,M,Battery,0
Female,25 - 45,Caucasian,0,0,1,0,3.0,F,Possession of Cocaine,0
Male,Less than 25,African-American,0,0,0,1,1238.0,M,Prowling/Loitering,2
Female,25 - 45,Other,0,0,0,0,1.0,F,Criminal Mischief,0
Male,25 - 45,African-American,0,0,0,0,0.0,F,Felony Battery w/Prior Convict,0
Male,Greater than 45,African-American,0,0,0,4,7.0,F,arrest case no charge,0
Male,25 - 45,African-American,0,0,0,9,1.0,M,Battery,2
Male,Less than 25,African-American,0,0,0,1,13.0,M,Battery,0
Male,25 - 45,African-American,0,0,0,1,0.0,F,arrest case no charge,0
Female,25 - 45,African-American,0,0,0,0,1.0,M,Battery,0
Female,Less than 25,African-American,0,0,0,0,1.0,M,Battery,1
Male,25 - 45,Other,0,0,0,5,1.0,F,Resist Officer w/Violence,1
Male,25 - 45,Hispanic,0,0,0,3,1.0,F,arrest case no charge,2
Male,25 - 45,Caucasian,0,0,0,1,2.0,F,Grand Theft in the 3rd Degree,0
Male,25 - 45,African-American,0,0,0,2,0.0,M,Tresspass in Structure or Conveyance,1
Male,25 - 45,Caucasian,0,0,0,0,1.0,F,Felony Battery,0
Female,25 - 45,Caucasian,0,0,0,1,1.0,F,Agg Battery Grt/Bod/Harm,2
Male,Less than 25,African-American,1,0,0,3,1.0,F,Pos Cannabis W/Intent Sel/Del,2
Male,Less than 25,Other,0,0,0,1,1.0,F,Grand Theft (Motor Vehicle),2
Male,25 - 45,African-American,0,0,0,4,1.0,F,Driving While License Revoked,1
Male,25 - 45,Hispanic,0,0,0,1,1.0,F,Agg Battery Grt/Bod/Harm,0
Female,25 - 45,Caucasian,0,0,0,0,1.0,F,Aggravated Assault W/Dead Weap,0
Male,Greater than 45,Hispanic,0,0,0,3,82.0,F,Crim Use of Personal ID Info,0
Male,25 - 45,Caucasian,0,0,0,0,1.0,M,Driving Under The Influence,0
Male,Less than 25,African-American,0,0,0,0,2.0,M,Possess Drug Paraphernalia,0
Female,Greater than 45,Caucasian,0,0,0,0,0.0,M,DUI Property Damage/Injury,0
Male,25 - 45,Caucasian,0,0,0,0,1.0,F,Aggrav Battery w/Deadly Weapon,0
Male,Less than 25,Caucasian,0,0,1,0,1.0,M,Possess Cannabis/20 Grams Or Less,1
Male,25 - 45,African-American,0,0,0,7,1.0,M,Robbery / No Weapon,1
Female,25 - 45,Other,0,0,0,0,1.0,M,Battery,0
Female,Less than 25,African-American,0,0,0,1,261.0,F,Sale/Del Cannabis At/Near Scho,1
Male,25 - 45,African-American,0,0,0,10,1.0,F,Driving While License Revoked,2
Male,Less than 25,Caucasian,0,0,0,1,1.0,M,Battery,1
Female,25 - 45,African-American,0,0,0,3,44.0,F,arrest case no charge,0
Male,25 - 45,African-American,0,1,0,3,1.0,M,arrest case no charge,1
Male,25 - 45,Caucasian,0,0,0,7,1.0,M,Susp Drivers Lic 1st Offense,1
Male,25 - 45,Caucasian,0,0,0,3,1.0,F,Possession of Cocaine,0
Female,25 - 45,African-American,3,0,0,17,8.0,F,Possession of Cocaine,2
Male,25 - 45,African-American,0,0,0,0,1.0,M,Battery,0
Male,25 - 45,Caucasian,0,0,0,1,1.0,F,Burglary Unoccupied Dwelling,1
Male,Less than 25,Caucasian,0,0,7,3,1.0,M,Battery,1
Female,Greater than 45,Caucasian,0,0,0,0,1.0,M,Battery,0
Male,Greater than 45,Caucasian,0,0,0,2,1.0,M,arrest case no charge,0
Female,25 - 45,Caucasian,0,0,0,5,168.0,F,Sel Etc/Pos/w/Int Contrft Schd,1
Male,25 - 45,Hispanic,0,0,0,0,1.0,M,DUI Property Damage/Injury,0
Male,25 - 45,African-American,0,0,0,2,1.0,F,Possession of Cocaine,1
Male,Greater than 45,African-American,0,0,0,38,1.0,F,Felony Battery w/Prior Convict,2
Male,25 - 45,Hispanic,0,0,0,0,1.0,M,Battery,0
Female,Greater than 45,Caucasian,0,0,0,15,10.0,F,Felony Petit Theft,1
Male,Greater than 45,African-American,0,0,0,16,910.0,M,Battery,2
Male,Greater than 45,Caucasian,0,0,0,0,1.0,F,Grand Theft in the 3rd Degree,0
Male,Greater than 45,African-American,0,0,0,1,1.0,M,Battery,0
Male,25 - 45,African-American,0,0,0,1,0.0,F,Possession Of Amphetamine,0
Male,Less than 25,African-American,0,0,0,1,1.0,M,Battery,1
Male,Greater than 45,Caucasian,0,0,0,0,1.0,F,Possession of Cannabis,0
Male,25 - 45,Hispanic,0,0,0,6,1.0,M,Battery,1
Male,25 - 45,Caucasian,0,0,0,4,151.0,F,arrest case no charge,0
Male,25 - 45,Caucasian,0,0,1,2,1.0,F,Burglary Dwelling Assault/Batt,0
Male,25 - 45,Caucasian,0,0,0,2,1.0,F,Tamper With Witness/Victim/CI,0
Male,Greater than 45,African-American,0,0,0,2,1.0,F,Neglect Child / No Bodily Harm,0
Female,25 - 45,African-American,0,0,0,6,65.0,M,arrest case no charge,0
Male,Greater than 45,Caucasian,0,0,0,1,42.0,F,arrest case no charge,0
Male,Greater than 45,Caucasian,0,0,0,1,0.0,F,Possession of Hydrocodone,0
Male,Greater than 45,Caucasian,0,0,0,8,1.0,M,Viol Injunct Domestic Violence,0
Male,25 - 45,Other,0,0,0,2,1.0,M,Criminal Mischief Damage <$200,0
Male,25 - 45,Hispanic,0,0,0,17,0.0,F,arrest case no charge,1
Male,25 - 45,Caucasian,0,0,0,3,1.0,M,Driving Under The Influence,0
Male,Greater than 45,African-American,0,0,0,6,1.0,F,Possession Of Alprazolam,0
Male,Greater than 45,Caucasian,0,0,0,2,494.0,M,Battery,0
Female,Less than 25,African-American,0,0,0,0,1.0,F,Burglary Dwelling Assault/Batt,2
Male,25 - 45,Caucasian,0,0,1,2,0.0,M,Battery,0
Male,Less than 25,African-American,0,0,0,0,2.0,F,Burglary Conveyance Armed,0
Male,25 - 45,Caucasian,0,0,0,0,1.0,F,Possession of Oxycodone,0
Female,Greater than 45,Hispanic,0,0,0,0,1.0,M,Criminal Mischief Damage <$200,0
Male,25 - 45,African-American,2,0,0,8,1.0,F,arrest case no charge,1
Male,25 - 45,Hispanic,0,0,0,1,1.0,M,DUI Property Damage/Injury,0
Male,Less than 25,African-American,0,0,0,0,1.0,F,"Poss3,4 Methylenedioxymethcath",0
Male,Greater than 45,Caucasian,0,0,0,1,1.0,F,Possession of Cocaine,0
Male,Greater than 45,African-American,0,0,0,11,1.0,M,Resist/Obstruct W/O Violence,0
Female,Greater than 45,African-American,0,0,0,3,1.0,M,Tampering With Physical Evidence,0
Male,25 - 45,Caucasian,0,0,0,1,4.0,M,arrest case no charge,0
Female,25 - 45,African-American,0,0,0,5,9.0,F,arrest case no charge,0
Female,25 - 45,African-American,0,0,0,0,0.0,F,Tampering With Physical Evidence,0
Male,25 - 45,African-American,0,0,0,12,1.0,F,Leaving the Scene of Accident,1
Female,25 - 45,Hispanic,0,0,0,0,1.0,F,"Poss3,4 Methylenedioxymethcath",0
Male,25 - 45,African-American,1,2,0,5,1.0,F,Aggrav Battery w/Deadly Weapon,1
Male,25 - 45,African-American,0,0,0,9,1.0,F,arrest case no charge,1
Male,25 - 45,Other,0,0,0,0,1.0,M,Viol Injunct Domestic Violence,0
Female,25 - 45,Caucasian,0,0,0,0,3.0,F,Grand Theft (Motor Vehicle),0
Male,Less than 25,African-American,0,2,1,3,1.0,M,Fail Register Vehicle,1
Male,Greater than 45,Caucasian,0,0,0,3,1.0,M,Driving Under The Influence,0
Male,Greater than 45,Caucasian,0,0,0,2,0.0,M,DUI Property Damage/Injury,0
Female,25 - 45,Native American,0,0,0,5,1.0,F,Use of Anti-Shoplifting Device,1
Male,25 - 45,African-American,0,0,0,0,0.0,M,Driving Under The Influence,0
Male,Greater than 45,African-American,0,0,0,23,220.0,F,arrest case no charge,0
Male,25 - 45,Caucasian,0,0,0,1,31.0,F,arrest case no charge,1
Male,25 - 45,Hispanic,0,0,0,0,1.0,M,Battery,0
Male,25 - 45,Hispanic,0,0,0,5,2.0,F,Grand Theft in the 3rd Degree,0
Male,Greater than 45,African-American,0,0,0,17,0.0,F,Possession of Cocaine,1
Male,25 - 45,Hispanic,0,0,0,1,1.0,F,Aggrav Battery w/Deadly Weapon,0
Male,Less than 25,African-American,0,0,0,0,1.0,M,Battery,1
Male,25 - 45,Caucasian,0,0,0,2,1.0,M,Fleeing or Eluding a LEO,0
Male,Greater than 45,Caucasian,0,0,0,0,4.0,M,Driving Under The Influence,0
Male,Greater than 45,Caucasian,0,0,0,12,216.0,F,Felony Petit Theft,0
Female,Less than 25,Caucasian,0,0,0,1,241.0,M,Battery,2
Male,25 - 45,Caucasian,0,0,0,0,1.0,F,Possession of Cocaine,0
Male,25 - 45,Caucasian,0,0,0,1,1.0,M,Battery,0
Female,25 - 45,Hispanic,0,1,2,14,1.0,F,Burglary Unoccupied Dwelling,1
Male,Greater than 45,Other,0,0,0,0,1.0,M,Battery,0
Female,Less than 25,African-American,0,0,0,2,1.0,M,arrest case no charge,1
